date,home_name,home_image,away_name,away_image,result_home,result_away,totalLocal,firstLocal,secondLocal,thirstLocal,fourthLocal,extraLocal,totalAway,firstAway,secondAway,thirstAway,fourthAway,extraAway
10.06.2024 20:30,Real Madrid,https://static.flashscore.com/res/image/data/GnbCKDYA-KWnL8vxn.png,Murcia,https://static.flashscore.com/res/image/data/bFsA9LdM-zDAuo2gq.png,79,63,79,18,22,17,22,,63,15,15,22,11,
