Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Fernandez R.,REA,14,6,1,14:32,5,5,1,1,4,4,-,-,18,1,5,1,-,-,-,-,-
Musa D.,REA,13,5,2,20:06,5,13,4,9,1,4,2,4,3,4,1,2,1,1,-,2,-
Sleva D.,MUR,13,5,1,28:26,4,9,1,5,3,4,2,2,-11,3,2,4,-,3,-,-,-
Kurucs R.,MUR,11,4,1,23:33,4,8,1,4,3,4,-,-,-9,1,3,5,3,3,1,-,-
Campazzo F.,REA,9,-,5,24:36,3,10,2,5,1,5,2,2,16,-,-,2,3,1,-,-,-
Hezonja M.,REA,9,6,1,24:10,2,6,1,3,1,3,4,4,5,-,6,2,-,-,-,-,-
Yabusele G.,REA,9,1,-,16:57,3,5,3,3,-,2,3,3,8,1,-,-,1,-,-,-,-
Tavares E.,REA,8,12,-,21:54,3,6,3,6,-,-,2,6,9,7,5,2,1,3,-,1,-
Diagne M.,MUR,7,6,-,17:53,2,5,2,5,-,-,3,4,-6,-,6,3,-,-,1,-,-
Caupain T.,MUR,6,1,3,18:30,2,4,1,3,1,1,1,1,-7,-,1,1,-,1,-,-,-
Ennis D.,MUR,6,2,-,26:15,1,7,-,2,1,5,3,4,-11,-,2,3,-,2,1,-,-
Morin Y.,MUR,6,8,-,16:26,3,8,3,8,-,-,-,-,1,5,3,3,-,2,2,-,-
Poirier V.,REA,6,8,-,18:06,3,5,3,5,-,-,-,-,7,2,6,2,1,-,-,1,-
Causeur F.,REA,5,-,-,15:41,2,3,1,2,1,1,-,-,-,-,-,2,1,-,-,-,-
Hakanson L.,MUR,4,-,1,23:58,1,5,-,1,1,4,1,1,-12,-,-,1,-,-,-,-,-
Radovic N.,MUR,4,1,1,09:44,2,4,2,4,-,-,-,-,-1,1,-,1,2,1,-,-,-
Rodriguez S.,REA,4,-,4,14:49,1,5,1,3,-,2,2,2,1,-,-,3,-,1,-,-,-
Sant-Roos H.,MUR,4,7,2,20:21,1,7,1,5,-,2,2,2,-15,1,6,1,-,-,-,-,-
Abalde A.,REA,2,-,1,07:41,1,2,1,1,-,1,-,-,-3,-,-,-,-,-,-,-,-
Radebaugh J.,MUR,2,1,2,14:54,-,4,-,1,-,3,2,2,-9,-,1,-,-,1,-,-,-
Llull S.,REA,-,3,2,21:28,-,8,-,2,-,6,-,1,16,1,2,1,-,1,-,1,-
