Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Howard M.,BAS,28,2,1,26:45,9,23,4,7,5,16,5,5,16,1,1,3,-,3,-,-,-
Costello M.,BAS,18,9,1,19:45,6,11,3,5,3,6,3,5,13,4,5,4,2,2,1,-,-
Moneke C.,BAS,14,8,1,29:26,5,9,5,8,-,1,4,7,7,4,4,4,2,-,-,1,-
Fernandez J.,BRE,13,1,1,15:15,5,6,5,6,-,-,3,6,-1,-,1,2,1,1,1,1,-
Sakho J.,BRE,11,5,-,24:45,5,6,5,6,-,-,1,2,-1,2,3,4,-,1,-,-,-
Nakic T.,BRE,10,6,2,27:42,2,7,-,2,2,5,4,4,1,1,5,1,-,-,1,-,-
Jogela M.,BRE,9,11,2,25:19,4,7,3,3,1,4,-,2,7,3,8,2,-,2,-,-,-
Polite A.,BRE,8,4,-,12:16,2,5,-,2,2,3,2,2,-3,2,2,3,-,1,-,1,-
Quintela S.,BRE,8,2,1,17:59,3,4,3,4,-,-,2,4,-11,-,2,2,1,4,-,-,-
Garcia S.,BRE,7,1,9,31:32,1,7,-,1,1,6,4,4,11,-,1,2,3,2,-,-,-
Miller-McIntyre C.,BAS,7,6,5,30:51,3,9,3,7,-,2,1,2,11,1,5,4,2,1,-,1,-
Momirov S.,BRE,5,3,-,26:45,2,7,1,2,1,5,-,1,-2,-,3,1,1,1,-,-,-
Robinson J.,BRE,3,2,4,18:23,1,6,-,3,1,3,-,-,-11,1,1,3,-,1,-,-,-
Rogkavopoulos N.,BAS,3,3,-,17:55,1,2,-,-,1,2,-,-,-3,1,2,3,-,-,-,-,-
Kotsar M.,BAS,2,2,3,16:07,1,2,1,2,-,-,-,-,-14,-,2,1,-,-,-,-,-
Marinkovic V.,BAS,2,3,1,24:12,1,7,1,2,-,5,-,-,-10,1,2,2,-,-,-,-,-
Sedekerskis T.,BAS,2,-,-,22:29,1,3,1,2,-,1,-,-,7,-,-,-,-,1,1,-,-
Chiozza C.,BAS,-,2,-,09:01,-,1,-,1,-,-,-,-,-9,-,2,1,-,1,-,-,-
Raieste S.,BAS,-,-,-,03:24,-,-,-,-,-,-,-,-,-8,-,-,-,-,1,-,-,-
