Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Shorts T.,PAR,34,4,13,36,-,-,9,20,2,4,10,13,6,2,2,3,-,1,-,-,-
Ndiaye M.,LYO,25,14,1,32,-,-,11,15,-,1,3,6,-,9,5,4,1,1,1,-,-
Jackson E.,LYO,24,4,1,32,-,-,4,6,2,3,10,11,9,1,3,3,-,3,-,-,-
Lee P.,LYO,17,2,5,34,-,-,5,10,-,7,7,9,1,-,2,3,-,5,-,1,-
Ward T.,PAR,17,3,1,42,-,-,2,3,4,9,1,2,4,-,3,3,-,3,1,-,-
Hifi N.,PAR,14,1,1,31,-,-,1,6,3,8,3,5,4,-,1,2,2,1,-,-,-
Jantunen M.,PAR,10,6,-,30,-,-,1,2,2,3,2,2,8,3,3,3,2,1,-,-,-
Lauvergne J.,LYO,10,8,1,32,-,-,4,5,-,2,2,2,-2,3,5,2,2,3,-,-,-
Simon J.,PAR,10,3,4,22,-,-,4,4,-,1,2,5,3,2,1,4,1,-,-,-,-
Fall Y.,LYO,9,7,-,13,-,-,4,7,-,-,1,4,-5,4,3,2,-,-,-,-,-
De Colo N.,LYO,7,1,5,12,-,-,2,3,1,3,-,1,-5,-,1,3,1,2,-,-,-
Herrera S.,PAR,6,-,1,14,-,-,-,-,2,2,-,-,1,-,-,3,-,1,-,-,-
Shahrvin E.,PAR,6,8,2,20,-,-,3,3,-,-,-,-,-13,1,7,3,-,3,1,-,-
Luwawu-Cabarrot T.,LYO,4,-,1,19,-,-,2,3,-,-,-,-,-13,-,-,5,1,2,-,-,-
Kessens M.,PAR,2,3,-,9,-,-,1,2,-,-,-,-,8,1,2,5,-,3,-,1,-
Kratzer L.,PAR,2,2,-,11,-,-,1,1,-,-,-,-,9,1,1,5,-,1,-,-,-
Ngouama M.,PAR,2,1,1,9,-,-,1,3,-,1,-,-,-1,-,1,3,1,-,-,-,-
Thomas D.,LYO,2,1,-,13,-,-,1,2,-,1,-,-,-1,1,-,2,-,2,-,-,-
Lighty D.,LYO,-,1,3,24,-,-,-,2,-,1,-,-,1,-,1,3,1,-,-,1,-
Lombahe-Kahudi C.,LYO,-,1,1,13,-,-,-,-,-,2,-,-,-12,-,1,3,-,2,-,-,-
Sy B.,PAR,-,-,-,1,-,-,-,-,-,-,-,-,-4,-,-,-,-,-,-,-,-
Wibaut F.,LYO,-,-,-,1,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-
