Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Kramer D.,GRA,19,4,1,25:43,6,11,5,6,1,5,6,7,2,1,3,3,1,2,-,-,-
Sulejmanovic E.,ZAR,18,7,-,21:50,6,7,4,5,2,2,4,4,-6,3,4,3,1,2,1,-,-
Cheatham K.,GRA,17,3,-,31:23,5,15,1,5,4,10,3,4,2,-,3,2,2,-,1,1,-
Smith M.,ZAR,14,5,-,24:49,5,10,4,7,1,3,3,4,-4,-,5,1,1,1,-,1,-
Yusta S.,ZAR,12,1,2,23:30,4,10,4,6,-,4,4,4,-6,-,1,3,-,4,-,-,-
Bell-Haynes T.,ZAR,11,2,3,25:50,4,10,3,8,1,2,2,4,-8,-,2,4,-,2,-,-,-
Costa Martinez L.,GRA,10,1,9,24:14,4,10,4,8,-,2,2,2,10,-,1,3,1,1,-,-,-
Watt M.,ZAR,9,3,2,25:22,3,7,3,6,-,1,3,4,-9,1,2,2,-,4,-,-,-
Felicio C.,GRA,8,7,1,17:49,2,2,2,2,-,-,4,5,4,3,4,2,-,1,-,-,-
Bamforth S.,GRA,7,-,1,20:33,2,8,-,2,2,6,1,1,-5,-,-,-,-,3,-,-,-
Valtonen E.,GRA,7,5,-,18:53,2,5,1,2,1,3,2,2,10,3,2,3,1,-,-,-,-
Delany F.,ZAR,6,4,-,17:53,3,4,3,3,-,1,-,-,1,1,3,2,-,-,-,-,-
Dime M.,GRA,5,6,-,12:24,2,4,2,4,-,-,1,3,3,4,2,3,-,-,-,-,-
McFadden T.,ZAR,5,2,-,18:41,1,4,-,-,1,4,2,2,-,-,2,1,-,3,-,-,-
Rousselle J.,GRA,4,3,3,16:29,2,7,2,5,-,2,-,1,-1,1,2,4,-,1,-,-,-
Wiley J.,GRA,4,4,2,18:07,2,6,2,6,-,-,-,-,3,1,3,3,-,-,1,-,-
Tomas P.,GRA,3,2,1,06:03,1,4,1,2,-,2,1,1,-1,2,-,1,-,-,-,-,-
Kravic D.,ZAR,2,7,1,14:38,1,3,1,3,-,-,-,-,2,1,6,-,1,-,-,1,-
Adronikashvili R.,ZAR,-,1,1,03:52,-,-,-,-,-,-,-,-,3,1,-,1,-,-,-,-,-
Cuevas D.,ZAR,-,2,3,10:18,-,2,-,1,-,1,-,-,-2,-,2,2,1,-,-,-,-
Diaz Rodriguez C.,GRA,-,-,-,08:22,-,2,-,1,-,1,-,-,8,-,-,3,1,-,-,-,-
Gonzalez M.,ZAR,-,2,-,10:40,-,1,-,-,-,1,-,-,-10,1,1,3,-,-,-,-,-
Langarita L.,ZAR,-,2,-,02:37,-,-,-,-,-,-,-,2,4,-,2,-,-,-,-,-,-
