Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Hakanson L.,MUR,19,2,1,24:24,7,10,2,2,5,8,-,-,4,-,2,2,1,-,-,-,-
Sleva D.,MUR,19,7,2,19:03,8,9,5,6,3,3,-,1,9,3,4,4,2,-,-,-,-
Okoye S.,MOR,18,2,-,32:36,7,10,3,5,4,5,-,-,-5,1,1,2,-,-,2,-,-
Radebaugh J.,MUR,15,2,2,25:03,4,8,1,2,3,6,4,4,12,-,2,2,-,-,1,-,-
Maric M.,MOR,13,7,1,20:45,5,7,5,7,-,-,3,5,-12,5,2,1,-,2,-,-,-
Luz R.,MOR,11,1,5,23:12,4,7,3,5,1,2,2,2,-7,-,1,2,3,5,-,1,-
Perez T.,MOR,11,5,1,22:53,5,8,5,7,-,1,1,4,-3,2,3,5,1,1,-,1,-
Sant-Roos H.,MUR,9,3,1,13:49,1,2,1,2,-,-,7,7,6,1,2,-,-,1,-,-,-
Ennis D.,MUR,8,2,3,16:59,2,4,2,3,-,1,4,5,2,-,2,1,1,2,1,1,-
Radovic N.,MUR,8,2,1,20:29,4,8,4,6,-,2,-,-,3,2,-,1,2,1,-,-,-
Andric M.,MOR,7,-,1,16:37,2,5,1,2,1,3,2,2,-9,-,-,2,-,1,-,-,-
Harding J.,MOR,7,1,3,18:42,2,7,2,5,-,2,3,3,-8,-,1,2,1,1,-,1,-
Montero J.,MOR,7,3,5,21:57,2,8,2,5,-,3,3,4,-11,-,3,1,-,2,-,-,-
Borg T.,MOR,5,1,-,14:06,1,3,-,1,1,2,2,2,6,-,1,2,-,1,-,-,-
Caupain T.,MUR,5,-,2,15:08,2,4,1,2,1,2,-,-,8,-,-,1,-,1,-,-,-
Jelinek D.,MUR,5,-,1,06:28,2,4,1,2,1,2,-,-,3,-,-,1,1,-,-,-,-
Llovet N.,MOR,5,4,-,10:58,2,2,2,2,-,-,1,2,2,3,1,3,-,1,-,-,-
Diagne M.,MUR,4,1,-,19:43,1,2,1,2,-,-,2,4,11,-,1,3,1,3,1,-,-
Kurucs R.,MUR,2,1,-,19:15,1,6,1,3,-,3,-,-,3,-,1,3,-,3,-,1,-
Todorovic M.,MUR,2,4,-,17:19,-,2,-,-,-,2,2,6,-1,1,3,5,-,1,-,-,-
Madsen A.,MOR,-,3,-,07:49,-,3,-,2,-,1,-,-,-2,1,2,2,-,1,-,-,-
Rubio Ninirola J.,MOR,-,-,-,04:02,-,-,-,-,-,-,-,-,-3,-,-,2,-,-,-,-,-
Somogyi A.,MOR,-,-,-,04:03,-,1,-,-,-,1,-,-,-8,-,-,1,-,1,-,-,-
