Home Score,Category,Away Score
15,Field Goals Attempted,13
8,Field Goals Made,7
53.3%,Field Goals %,53.8%
10,2-Point Field G. Attempted,6
4,2-Point Field Goals Made,6
40%,2-Point Field Goals %,100%
5,3-Point Field G. Attempted,7
4,3-Point Field Goals Made,1
80%,3-Point Field Goals %,14.3%
12,Free Throws Attempted,6
8,Free Throws Made,2
66.7%,Free Throws %,33.3%
2,Offensive Rebounds,4
7,Defensive Rebounds,5
9,Total Rebounds,9
5,Assists,2
1,Blocks,0
1,Turnovers,4
2,Steals,0
7,Personal Fouls,9
