Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Hands J.,PAL,21,6,2,29:34,5,13,4,8,1,5,10,10,9,2,4,-,1,-,-,1,-
Musa D.,REA,21,2,1,24:35,5,11,2,5,3,6,8,8,19,1,1,2,-,1,-,-,-
Haarms M.,PAL,16,2,1,23:21,5,8,5,8,-,-,6,6,7,-,2,3,1,-,2,-,-
Campazzo F.,REA,15,5,6,29:48,4,5,-,-,4,5,3,4,8,2,3,1,3,3,-,-,-
Van Der Vuurst K.,PAL,15,1,6,26:00,6,11,3,5,3,6,-,-,-9,-,1,4,-,3,-,-,-
Deck G.,REA,11,3,2,17:15,4,8,3,6,1,2,2,2,-1,3,-,-,-,-,-,1,-
Kamba M.,PAL,10,6,1,23:45,4,6,2,3,2,3,-,-,11,5,1,3,1,1,-,-,-
Tavares E.,REA,8,3,1,21:38,4,5,4,5,-,-,-,1,8,-,3,4,-,1,-,-,-
Poirier V.,REA,7,3,3,18:16,3,4,3,4,-,-,1,2,-,2,1,3,-,1,2,-,-
Alocen C.,REA,6,2,1,10:12,2,3,2,2,-,1,2,2,-,-,2,1,-,-,-,-,-
Benite V.,PAL,6,-,-,19:25,2,5,1,1,1,4,1,2,-20,-,-,3,-,-,-,-,-
Fernandez R.,REA,6,2,1,10:20,2,4,-,-,2,4,-,-,-3,-,2,3,-,-,-,-,-
Yabusele G.,REA,6,5,3,22:45,2,3,2,2,-,1,2,2,9,1,4,-,-,2,-,-,-
Frankamp C.,PAL,4,3,2,19:20,2,5,2,2,-,3,-,-,-12,-,3,1,1,-,-,-,-
Hezonja M.,REA,4,2,1,18:07,2,7,2,2,-,5,-,-,1,-,2,-,-,1,-,-,-
Pasecniks A.,PAL,4,1,1,16:33,1,4,1,4,-,-,2,4,-15,1,-,1,-,2,1,-,-
Abalde A.,REA,2,1,1,13:13,1,4,1,2,-,2,-,-,-15,-,1,2,-,-,-,-,-
Ubal A.,PAL,2,2,1,05:00,1,2,1,2,-,-,-,-,-4,1,1,2,-,-,-,1,-
Causeur F.,REA,-,2,3,13:51,-,4,-,1,-,3,-,-,14,-,2,1,4,-,-,1,-
Ortega C.,PAL,-,1,1,20:07,-,1,-,-,-,1,-,-,12,-,1,3,-,2,-,-,-
Pineiro I.,PAL,-,6,-,16:55,-,2,-,1,-,1,-,-,-19,1,5,4,-,3,-,-,-
