Home Score,Category,Away Score
13,Field Goals Attempted,22
5,Field Goals Made,6
38.5%,Field Goals %,27.3%
10,2-Point Field G. Attempted,10
4,2-Point Field Goals Made,1
40%,2-Point Field Goals %,10%
3,3-Point Field G. Attempted,12
1,3-Point Field Goals Made,5
33.3%,3-Point Field Goals %,41.7%
12,Free Throws Attempted,4
8,Free Throws Made,3
66.7%,Free Throws %,75%
2,Offensive Rebounds,5
8,Defensive Rebounds,6
10,Total Rebounds,11
6,Assists,5
0,Blocks,1
4,Turnovers,4
1,Steals,3
4,Personal Fouls,7
