Home Score,Category,Away Score
18,Field Goals Attempted,13
6,Field Goals Made,4
33.3%,Field Goals %,30.8%
12,2-Point Field G. Attempted,10
6,2-Point Field Goals Made,4
50%,2-Point Field Goals %,40%
6,3-Point Field G. Attempted,3
0,3-Point Field Goals Made,0
0%,3-Point Field Goals %,0%
0,Free Throws Attempted,4
0,Free Throws Made,3
0%,Free Throws %,75%
4,Offensive Rebounds,1
9,Defensive Rebounds,7
13,Total Rebounds,8
1,Assists,5
1,Blocks,1
3,Turnovers,3
1,Steals,3
5,Personal Fouls,2
