Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Huertas M.,TEN,21,-,1,29:03,10,16,9,14,1,2,-,-,8,-,-,1,-,3,-,2,-
Iroegbu I.,BAS,18,3,5,35:08,7,11,5,5,2,6,2,2,-8,-,3,4,-,3,-,-,-
Cook E.,TEN,17,7,2,29:43,6,10,5,6,1,4,4,7,5,2,5,4,1,-,-,-,-
Birch K.,BAS,11,7,2,29:30,4,12,4,12,-,-,3,4,-13,4,3,1,1,1,1,1,-
Abromaitis T.,TEN,9,6,-,26:55,3,6,-,1,3,5,-,-,20,1,5,-,1,-,-,-,-
Guy K.,TEN,9,2,1,20:09,4,10,3,6,1,4,-,-,9,1,1,3,-,-,-,-,-
Susinskas M.,BAS,9,2,-,25:22,3,3,-,-,3,3,-,-,-8,-,2,3,1,1,-,-,-
Marcos J.,BAS,7,3,1,23:33,2,6,1,2,1,4,2,2,-,1,2,3,1,1,-,-,-
Fitipaldo B.,TEN,6,1,4,19:47,3,5,3,4,-,1,-,-,7,-,1,1,-,2,-,-,-
Doornekamp A.,TEN,5,6,1,21:17,2,7,1,1,1,6,-,-,-1,1,5,2,-,-,-,-,-
Martinez S.,BAS,5,8,1,32:34,2,8,1,5,1,3,-,-,-12,3,5,-,-,2,-,-,-
Shermadini G.,TEN,5,5,2,28:10,1,4,1,4,-,-,3,5,9,2,3,3,2,-,1,-,-
Colom Q.,BAS,3,1,1,06:09,1,1,-,-,1,1,-,-,-,-,1,1,-,1,-,-,-
Sorolla Menasanch J.,BAS,3,4,-,10:30,-,2,-,2,-,-,3,4,-1,1,3,2,1,-,1,-,-
Caicedo M.,BAS,2,-,-,03:03,1,1,1,1,-,-,-,-,-4,-,-,1,-,-,-,-,-
Guerra F.,TEN,2,2,-,11:50,-,1,-,1,-,-,2,2,5,-,2,1,2,-,-,-,-
Pons Y.,BAS,2,2,1,14:32,1,6,1,2,-,4,-,-,-6,-,2,2,-,1,1,-,-
Chery K.,BAS,-,2,3,12:26,-,4,-,2,-,2,-,-,-14,1,1,-,-,1,-,-,-
Sastre J.,TEN,-,-,1,13:06,-,1,-,1,-,-,-,-,8,-,-,3,-,-,-,1,-
Vila Martinez E.,BAS,-,2,-,07:13,-,3,-,2,-,1,-,-,-4,1,1,1,-,-,-,-,-
