date,home_name,home_image,away_name,away_image,result_home,result_away,totalLocal,firstLocal,secondLocal,thirstLocal,fourthLocal,extraLocal,totalAway,firstAway,secondAway,thirstAway,fourthAway,extraAway
14.04.2024 17:00,Basquet Girona,https://static.flashscore.com/res/image/data/h4mAxXEa-j9n48rs9.png,Barcelona,https://static.flashscore.com/res/image/data/Sn90D8FG-AZCWGI9F.png,75,81,75,12,19,24,20,,81,26,11,24,20,
