Home Score,Category,Away Score
19,Field Goals Attempted,17
5,Field Goals Made,10
26.3%,Field Goals %,58.8%
10,2-Point Field G. Attempted,10
2,2-Point Field Goals Made,6
20%,2-Point Field Goals %,60%
9,3-Point Field G. Attempted,7
3,3-Point Field Goals Made,4
33.3%,3-Point Field Goals %,57.1%
4,Free Throws Attempted,3
2,Free Throws Made,1
50%,Free Throws %,33.3%
4,Offensive Rebounds,1
8,Defensive Rebounds,10
12,Total Rebounds,11
4,Assists,7
1,Blocks,0
2,Turnovers,1
0,Steals,1
5,Personal Fouls,6
