Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Shurna J.,GRC,27,8,-,27:21,10,12,5,7,5,5,2,4,18,1,7,2,1,-,-,-,-
Tomic A.,JOV,21,13,3,25:40,5,10,5,10,-,-,11,16,-11,4,9,1,-,3,-,-,-
Ruzic M.,JOV,13,4,2,25:20,5,6,2,2,3,4,-,-,-2,1,3,3,-,-,-,-,-
Brodziansky V.,JOV,12,4,-,22:31,4,9,3,6,1,3,3,6,-17,1,3,2,-,1,-,-,-
Happ E.,GRC,12,5,3,21:10,5,8,5,8,-,-,2,3,9,2,3,5,-,5,-,1,-
Ribas P.,JOV,12,2,2,21:11,4,6,1,3,3,3,1,2,-8,-,2,3,-,2,-,-,-
Salvo M.,GRC,12,7,2,20:41,3,6,3,5,-,1,6,6,12,2,5,3,1,-,-,-,-
Brussino N.,GRC,11,5,2,18:57,4,8,2,4,2,4,1,1,8,-,5,2,3,2,1,-,-
Bassas F.,GRC,9,-,2,14:06,2,6,-,1,2,5,3,3,13,-,-,2,-,1,-,-,-
Kljajic J.,GRC,9,2,-,22:16,4,7,4,6,-,1,1,4,19,1,1,3,1,-,-,-,-
Albicy A.,GRC,8,1,5,25:44,2,3,1,2,1,1,3,4,4,-,1,2,1,2,-,-,-
Kraag Y.,JOV,8,7,-,25:45,4,8,4,5,-,3,-,-,-2,2,5,4,2,-,1,1,-
Pelos P.,GRC,5,5,2,13:12,2,7,1,1,1,6,-,1,1,-,5,1,1,-,-,-,-
Andrews A.,JOV,4,1,7,24:16,-,4,-,-,-,4,4,4,-17,-,1,2,1,3,-,-,-
Busquets J.,JOV,4,-,-,09:14,2,4,2,2,-,2,-,1,-16,-,-,4,-,1,-,-,-
Vives G.,JOV,4,-,1,18:20,2,6,2,3,-,3,-,-,-7,-,-,4,-,2,1,-,-
Lammers B.,GRC,2,3,1,16:24,1,4,1,3,-,1,-,-,10,1,2,2,1,-,2,1,-
Landesberg S.,GRC,2,1,-,15:20,-,4,-,3,-,1,2,3,2,1,-,2,1,-,-,-,-
Evans S.,JOV,1,1,4,19:21,-,4,-,1,-,3,1,2,-6,-,1,4,-,2,-,1,-
Allen M.,JOV,-,1,-,05:04,-,-,-,-,-,-,-,-,-5,-,1,2,-,1,-,-,-
Cook T.,JOV,-,-,-,01:25,-,1,-,1,-,-,-,-,-1,-,-,-,-,-,-,1,-
Gegic A.,GRC,-,-,-,02:56,-,1,-,-,-,1,-,-,-4,-,-,1,-,-,-,-,-
Majoral P.,JOV,-,-,-,01:53,-,1,-,1,-,-,-,-,2,-,-,-,-,-,-,-,-
Prkacin R.,GRC,-,1,-,01:53,-,-,-,-,-,-,-,-,-2,1,-,-,-,-,-,-,-
