Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Satoransky T.,BAR,24,4,2,24:48,8,10,3,4,5,6,3,3,10,1,3,4,2,1,-,-,-
Fitipaldo B.,TEN,20,-,7,27:07,6,10,3,6,3,4,5,6,-4,-,-,2,1,5,-,-,-
Salin S.,TEN,18,1,1,16:22,6,9,2,2,4,7,2,2,15,-,1,1,-,2,-,-,-
Parker J.,BAR,17,3,1,28:56,6,8,4,4,2,4,3,5,14,-,3,2,-,-,-,-,-
Laprovittola N.,BAR,13,1,3,21:14,5,6,3,3,2,3,1,1,2,-,1,2,-,2,-,-,-
Huertas M.,TEN,12,-,6,21:25,5,12,3,6,2,6,-,-,-11,-,-,3,-,2,-,1,-
Cook E.,TEN,11,2,1,19:52,5,7,5,6,-,1,1,1,-11,1,1,1,1,-,-,-,-
Jokubaitis R.,BAR,11,2,4,16:14,5,7,5,7,-,-,1,1,7,-,2,2,-,-,-,-,-
Guerra F.,TEN,10,3,3,29:36,4,5,4,4,-,1,2,3,-3,2,1,5,1,3,-,-,-
Vesely J.,BAR,10,5,4,25:04,4,10,4,10,-,-,2,2,13,2,3,1,-,-,-,-,-
Da Silva O.,BAR,8,1,-,17:17,2,4,2,3,-,1,4,4,-7,1,-,1,-,-,-,-,-
Sastre J.,TEN,8,3,1,21:19,3,3,1,1,2,2,-,-,2,1,2,2,-,-,-,-,-
Abromaitis T.,TEN,7,10,1,29:53,3,7,3,3,-,4,1,1,-11,2,8,2,-,-,-,-,-
Diop I.,TEN,4,4,-,09:42,2,4,2,3,-,1,-,-,-,1,3,3,-,-,-,-,-
Rubio R.,BAR,4,1,1,13:15,2,6,2,3,-,3,-,-,-7,-,1,4,-,1,1,-,-
Hernangomez W.,BAR,3,-,-,05:07,1,2,1,2,-,-,1,2,-6,-,-,2,-,-,-,-,-
Parra J.,BAR,3,-,1,13:05,1,2,-,-,1,2,-,-,11,-,-,1,1,-,-,-,-
Brizuela D.,BAR,2,1,-,05:58,1,4,1,2,-,2,-,-,-6,-,1,-,-,-,-,-,-
Guy K.,TEN,2,3,1,13:28,-,4,-,3,-,1,2,3,-6,1,2,-,-,1,-,-,-
Kalinic N.,BAR,2,1,-,08:44,1,3,1,1,-,2,-,-,-12,-,1,-,-,1,-,-,-
Abrines A.,BAR,-,3,3,20:18,-,2,-,-,-,2,-,-,6,-,3,2,2,2,-,-,-
Lopez A.,TEN,-,-,-,00:30,-,-,-,-,-,-,-,-,-2,-,-,-,-,-,-,-,-
Stevic O.,TEN,-,-,-,00:42,-,-,-,-,-,-,-,-,-2,-,-,-,-,-,-,-,-
Vicedo E.,TEN,-,2,-,10:04,-,1,-,-,-,1,-,-,8,-,2,1,-,-,-,-,-
