matchId,eventTime,homeTeam,awayTeam
g_3_AaLCWSl5,27.04. 16:00,Neptunas,Pieno Zvaigzdes
g_3_EXR3YlKh,27.04. 16:20,Siauliai,BC Wolves
g_3_4MKGVn4B,28.04. 16:20,Lietkabelis,Juventus
g_3_GdOKU6JH,28.04. 18:30,Jonava,Rytas
g_3_dfxkDvlp,29.04. 17:50,Zalgiris Kaunas,Mazeikiai
g_3_O0Uzyrti,01.05. 17:00,Pieno Zvaigzdes,Jonava
g_3_2iTvz2ec,01.05. 17:30,Neptunas,BC Wolves
g_3_pGIqZLA3,01.05. 17:50,Juventus,Rytas
g_3_bJMmYuQ9,02.05. 17:15,Lietkabelis,Mazeikiai
g_3_htMiXauG,02.05. 17:50,Zalgiris Kaunas,Nevezis
g_3_bgihVwAS,04.05. 16:20,Juventus,Jonava
g_3_fPxOPHXk,05.05. 16:20,BC Wolves,Zalgiris Kaunas
g_3_02wKQcIq,05.05. 18:30,Siauliai,Neptunas
g_3_8StSOymd,06.05. 17:15,Lietkabelis,Nevezis
g_3_dlNMpJ9F,08.05. 17:50,Zalgiris Kaunas,Juventus
g_3_vDCRqwPL,09.05. 17:00,Pieno Zvaigzdes,Rytas
g_3_jmGVrcvS,09.05. 17:30,Siauliai,Lietkabelis
g_3_8S2cvHnq,09.05. 18:00,Mazeikiai,Nevezis
