Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Denegri D.,CRE,23,2,2,25,-,-,2,4,3,6,10,10,-3,1,1,3,-,1,-,-,-
Wiltjer K.,VEN,21,4,1,24,-,-,4,7,3,7,4,6,4,1,3,-,2,-,-,-,-
Heidegger M.,VEN,18,2,2,24,-,-,1,2,5,8,1,2,17,-,2,1,1,-,-,-,-
Lacey T.,CRE,18,3,1,17,-,-,3,4,2,6,6,6,2,-,3,4,1,1,-,-,-
McCullough W.,CRE,18,3,3,34,-,-,4,7,3,6,1,1,11,-,3,4,1,-,-,-,-
Tucker R.,VEN,16,4,3,24,-,-,4,5,1,4,5,6,-4,1,3,3,3,4,-,-,-
Tessitori A.,VEN,10,6,3,26,-,-,5,5,-,1,-,2,-11,1,5,4,3,3,-,-,-
Adrian N.,CRE,9,3,2,24,-,-,3,4,1,3,-,-,16,2,1,5,2,1,-,-,-
Casarin D.,VEN,9,3,1,22,-,-,2,3,1,3,2,3,-11,1,2,3,-,-,-,-,-
Davis Jr. C.,CRE,9,5,3,24,-,-,2,6,1,3,2,3,3,3,2,2,1,3,-,-,-
Spissu M.,VEN,8,1,4,29,-,-,2,3,1,6,1,1,-23,-,1,2,1,2,-,-,-
Kabengele M.,VEN,7,4,-,14,-,-,1,2,-,1,5,6,9,1,3,2,-,1,2,-,-
Eboua P.,CRE,6,7,-,21,-,-,1,4,1,2,1,2,-4,1,6,2,-,-,-,2,-
Pecchia A.,CRE,5,6,2,25,-,-,2,3,-,1,1,4,-1,1,5,2,-,3,-,-,-
Golden G.,CRE,4,6,3,25,-,-,2,6,-,-,-,-,1,2,4,2,-,5,-,-,-
De Nicolao A.,VEN,1,2,2,14,-,-,-,-,-,2,1,1,14,-,2,1,-,2,-,-,-
O'Connell A.,VEN,-,2,1,7,-,-,-,1,-,-,-,-,-1,-,2,1,-,1,-,-,-
Piccoli M.,CRE,-,-,-,2,-,-,-,-,-,-,-,-,-7,-,-,-,-,-,-,-,-
Simms A.,VEN,-,-,-,16,-,-,-,2,-,-,-,-,-6,-,-,4,1,3,-,-,-
Zanotti S.,CRE,-,-,-,3,-,-,-,1,-,1,-,-,-8,-,-,1,-,-,-,-,-
