Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Evans K.,ZAL,25,2,6,25:20,-,-,2,4,5,10,6,6,10,-,2,4,-,2,-,-,-
Matheus Y.,CRV,21,3,14,31:47,-,-,5,8,2,5,5,7,-1,-,3,3,-,-,-,1,-
Mitrovic L.,CRV,15,4,-,19:01,-,-,6,9,1,1,-,-,-14,-,4,3,-,2,-,1,-
Nedovic N.,CRV,15,-,4,24:03,-,-,3,4,2,4,3,4,-1,-,-,4,1,4,-,-,-
Smits R.,ZAL,13,3,3,23:07,-,-,4,4,1,3,2,2,11,1,2,1,-,-,-,-,-
Birutis L.,ZAL,12,4,1,28:41,-,-,5,7,-,-,2,2,-,1,3,3,-,1,2,-,-
Giedraitis R.,CRV,11,8,-,29:32,-,-,4,6,1,3,-,-,-1,-,8,2,1,-,-,-,-
Smart J.,CRV,9,1,-,15:24,-,-,2,2,1,1,2,2,5,1,-,-,1,1,-,-,-
Ulanovas E.,ZAL,9,2,2,27:30,-,-,1,1,1,2,4,5,4,1,1,4,1,2,-,-,-
Bolomboy J.,CRV,8,3,-,20:28,-,-,2,3,-,-,4,4,-3,2,1,2,1,2,-,-,-
Dimsa T.,ZAL,8,1,-,20:10,-,-,-,2,2,4,2,2,3,-,1,3,2,1,-,1,-
Gillespie F.,CRV,8,5,1,12:44,-,-,2,3,-,-,4,7,3,2,3,4,-,1,1,-,-
Sumner E.,ZAL,7,-,2,08:53,-,-,1,3,1,2,2,2,-8,-,-,1,-,1,-,2,-
Giedraitis D.,ZAL,6,3,4,26:12,-,-,1,2,1,4,1,2,4,-,3,1,3,1,-,-,-
Manek B.,ZAL,6,2,1,11:47,-,-,1,3,1,1,1,1,-5,-,2,1,1,-,-,-,-
Lekavicius L.,ZAL,3,-,-,05:02,-,-,-,3,1,3,-,-,-4,-,-,-,-,-,-,-,-
Butkevicius A.,ZAL,2,1,-,12:26,-,-,1,1,-,1,-,2,-7,-,1,3,-,-,-,-,-
Davidovac D.,CRV,2,3,-,20:45,-,-,1,1,-,2,-,-,12,1,2,2,-,-,1,-,-
Hayes K.,ZAL,2,4,-,10:52,-,-,1,3,-,-,-,-,2,2,2,1,-,-,-,-,-
Tobey M.,CRV,2,1,-,06:39,-,-,1,1,-,2,-,-,-2,1,-,1,-,-,1,-,-
Hanga A.,CRV,-,1,3,09:47,-,-,-,1,-,1,-,-,-4,-,1,1,-,1,-,-,-
Ilic D.,CRV,-,-,-,00:34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lazarevic S.,CRV,-,-,-,09:16,-,-,-,1,-,-,-,-,-4,-,-,2,-,-,-,-,-
