Date,HomTeam,AwayTeam,TotalLocal,1stQuarterScoreHome,2ndQuarterScoreHome,3rdQuarterScoreHome,4thQuarterScoreHome,ExtraQuarterScoreHome,TotalAway,1stQuarterScoreAway,2ndQuarterScoreAway,3rdQuarterScoreAway,4thQuarterScoreAway,ExtraQuarterScoreAway
07.01.2024 17:00,Barcelona,Obradoiro CAB,92,18,16,24,23,11,90,16,23,28,14,9
