matchId,eventTime,homeTeam,awayTeam
g_3_dblZUM5K,25.04. 20:15,Panathinaikos,Maccabi Tel Aviv
g_3_j5DELTIG,25.04. 21:00,Real Madrid,Baskonia
g_3_O8YDNvbf,26.04. 19:00,Monaco,Fenerbahce
g_3_GOnNJdcJ,26.04. 21:00,Barcelona,Olympiacos
g_3_OIBMJ7mT,30.04. 19:00,Maccabi Tel Aviv,Panathinaikos
g_3_8tpuxk3c,30.04. 20:30,Olympiacos,Barcelona
g_3_r3hgEoBj,01.05. 19:45,Fenerbahce,Monaco
g_3_UeYmzTX9,01.05. 20:30,Baskonia,Real Madrid
