matchId,eventTime,homeTeam,awayTeam
g_3_SGevMda3,27.04. 19:15,Apollon Patras,Lavrio
g_3_W8heIEbS,27.04. 19:15,AS Karditsas,AEK Athens
g_3_OrkmKzUF,27.04. 19:15,PAOK,Maroussi
