Date,HomTeam,AwayTeam,TotalLocal,1stQuarterScoreHome,2ndQuarterScoreHome,3rdQuarterScoreHome,4thQuarterScoreHome,ExtraQuarterScoreHome,TotalAway,1stQuarterScoreAway,2ndQuarterScoreAway,3rdQuarterScoreAway,4thQuarterScoreAway,ExtraQuarterScoreAway
24.03.2024 16:30,Cremona,Venezia,92,24,18,17,33,,90,20,22,30,18,
