Date,HomTeam,AwayTeam,TotalLocal,1stQuarterScoreHome,2ndQuarterScoreHome,3rdQuarterScoreHome,4thQuarterScoreHome,ExtraQuarterScoreHome,TotalAway,1stQuarterScoreAway,2ndQuarterScoreAway,3rdQuarterScoreAway,4thQuarterScoreAway,ExtraQuarterScoreAway
,,,,,,,,,,,,,,
