Date,HomTeam,AwayTeam,TotalLocal,1stQuarterScoreHome,2ndQuarterScoreHome,3rdQuarterScoreHome,4thQuarterScoreHome,ExtraQuarterScoreHome,TotalAway,1stQuarterScoreAway,2ndQuarterScoreAway,3rdQuarterScoreAway,4thQuarterScoreAway,ExtraQuarterScoreAway
12.05.2024 18:30,Basquet Girona,Basket Zaragoza,79,11,21,35,12,,89,23,17,20,29,
