Date,HomTeam,AwayTeam,TotalLocal,1stQuarterScoreHome,2ndQuarterScoreHome,3rdQuarterScoreHome,4thQuarterScoreHome,ExtraQuarterScoreHome,TotalAway,1stQuarterScoreAway,2ndQuarterScoreAway,3rdQuarterScoreAway,4thQuarterScoreAway,ExtraQuarterScoreAway
21.04.2024 12:30,Basket Zaragoza,Real Madrid,70,17,9,19,25,,79,20,17,26,16,
