Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Smith M.,ZAR,21,4,2,30:01,8,13,4,5,4,8,1,1,3,-,4,4,2,4,-,2,-
Borg T.,MOR,15,2,3,25:26,6,10,3,5,3,5,-,-,16,1,1,4,-,1,-,-,-
Harding J.,MOR,14,-,-,18:47,5,8,3,4,2,4,2,4,-11,-,-,2,1,2,-,1,-
Bell-Haynes T.,ZAR,13,4,8,30:18,3,10,3,5,-,5,7,8,-6,1,3,3,-,1,-,1,-
Kravic D.,ZAR,13,5,1,17:52,6,7,6,7,-,-,1,1,9,1,4,2,-,-,3,-,-
Perez T.,MOR,12,8,1,22:34,3,7,2,6,1,1,5,6,-7,4,4,-,1,2,-,1,-
Montero J.,MOR,11,2,3,25:08,3,8,1,3,2,5,3,3,13,-,2,1,2,2,-,-,-
Okoye S.,MOR,11,3,2,22:32,3,9,2,5,1,4,4,5,11,1,2,2,-,1,1,1,-
Sulejmanovic E.,ZAR,9,7,-,24:23,4,7,4,5,-,2,1,2,4,3,4,1,-,-,2,-,-
Cuevas D.,ZAR,6,1,1,11:48,2,4,-,1,2,3,-,-,6,-,1,2,-,-,-,-,-
dos Anjos F.,MOR,6,6,1,21:14,2,2,2,2,-,-,2,4,10,-,6,3,1,-,1,-,-
McFadden T.,ZAR,6,1,1,12:21,1,5,-,1,1,4,3,4,2,-,1,1,-,-,-,-,-
Luz R.,MOR,4,-,7,18:57,2,8,2,5,-,3,-,-,-15,-,-,2,-,3,-,1,-
Yusta S.,ZAR,4,-,-,12:32,2,4,2,2,-,2,-,-,-4,-,-,4,-,4,-,-,-
Delany F.,ZAR,3,3,1,16:32,1,3,-,1,1,2,-,-,-5,2,1,-,1,1,-,-,-
Maric M.,MOR,3,5,-,12:54,1,3,1,3,-,-,1,2,-8,2,3,2,-,1,-,-,-
Madsen A.,MOR,2,8,1,15:56,1,3,1,3,-,-,-,2,10,5,3,3,1,-,3,-,-
Andric M.,MOR,-,2,-,05:34,-,3,-,2,-,1,-,-,-5,1,1,-,-,1,-,1,-
Gonzalez M.,ZAR,-,3,-,11:50,-,1,-,-,-,1,-,-,-5,-,3,-,-,-,-,-,-
Langarita L.,ZAR,-,-,-,07:34,-,2,-,2,-,-,-,-,-5,-,-,1,-,1,-,1,-
Llovet N.,MOR,-,1,1,04:58,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-
Watt M.,ZAR,-,1,1,18:49,-,3,-,3,-,-,-,-,-14,1,-,2,-,1,-,-,-
