Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Garcia S.,BRE,23,2,5,26:30,8,10,3,4,5,6,2,2,-2,2,-,1,-,-,-,-,-
Hernangomez W.,BAR,20,9,2,27:46,9,14,9,14,-,-,2,4,-6,4,5,1,1,1,-,-,-
McLemore B.,BRE,18,5,4,30:42,6,13,2,6,4,7,2,3,9,1,4,2,-,4,1,-,-
Brizuela D.,BAR,13,-,5,24:01,5,9,2,4,3,5,-,-,-3,-,-,2,2,2,-,-,-
Fernandez J.,BRE,13,4,2,20:09,6,8,5,7,1,1,-,-,6,1,3,3,3,1,-,-,-
Parker J.,BAR,13,2,1,24:48,6,13,5,8,1,5,-,-,-9,1,1,1,-,3,-,-,-
Da Silva O.,BAR,11,2,1,15:12,5,7,5,7,-,-,1,1,6,1,1,3,-,-,-,1,-
Nakic T.,BRE,11,1,2,24:39,4,9,2,5,2,4,1,2,-2,-,1,3,-,2,1,-,-
Abrines A.,BAR,9,4,-,20:48,2,6,1,3,1,3,4,5,7,3,1,2,1,1,-,-,-
Jokubaitis R.,BAR,9,3,4,23:23,4,4,3,3,1,1,-,2,-1,-,3,3,-,1,-,-,-
Sakho J.,BRE,8,5,-,19:51,3,4,3,4,-,-,2,3,-3,2,3,1,-,1,1,-,-
Jogela M.,BRE,6,6,1,17:14,3,6,3,4,-,2,-,-,-4,2,4,-,-,1,-,-,-
Momirov S.,BRE,6,1,1,28:53,2,8,-,-,2,8,-,-,4,-,1,-,2,-,-,-,-
Rubio R.,BAR,5,3,3,18:49,1,3,-,2,1,1,2,2,-3,-,3,1,1,3,-,1,-
Parra J.,BAR,3,1,2,18:04,1,2,-,-,1,2,-,-,-8,-,1,1,1,2,-,-,-
Pauli O.,BAR,2,2,3,14:58,1,4,1,2,-,2,-,-,2,1,1,2,1,1,-,1,-
Quintela S.,BRE,2,1,4,14:15,1,2,1,2,-,-,-,-,9,1,-,3,1,2,-,-,-
Polite A.,BRE,1,1,2,15:23,-,2,-,-,-,2,1,2,6,-,1,2,-,-,-,-,-
Nnaji J.,BAR,-,1,-,12:11,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-
Quintela E.,BRE,-,-,-,02:24,-,2,-,2,-,-,-,-,-8,-,-,-,-,-,-,-,-
