matchHistoryRows,teamNameLocal,teamNameAway,teamLinkLocal,teamLinkAway
26.11.2023 17:00,Barcelona,Basquet Girona,/team/barcelona/EDQLcAfL/,/team/basquet-girona/tAgGT8ak/
