nombreArchivo,date,homeName,imageHome,awayName,imageAway,resultsHome,resultsAway,totalLocal,firstLocal,secondLocal,thirstLocal,fourthLocal,extraLocal,totalAway,firstAway,secondAway,thirstAway,fourthAway,extraAway
RESULTS_20240329231341_spain_acb_g_3_EVvGhsts_MATCH_DATA,24.03.2024 17:00,Bilbao,https://static.flashscore.com/res/image/data/Ch6tZ7jl-0hu4VHO8.png,Baskonia,https://static.flashscore.com/res/image/data/fcISR1Ca-hhuZJcqF.png,82,80,82,28,15,16,23,,80,22,19,22,17,
