Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Scrubb T.,OBR,25,5,-,30:29,10,13,6,7,4,6,1,1,-,4,1,4,1,2,-,-,-
Musa D.,REA,13,3,4,16:00,4,6,1,2,3,4,2,4,5,1,2,-,-,1,-,-,-
Causeur F.,REA,12,3,3,23:56,5,9,4,5,1,4,1,2,11,1,2,1,1,2,-,-,-
Pustovyi A.,OBR,11,6,-,26:59,5,9,5,8,-,1,1,1,-9,2,4,3,1,2,-,-,-
Yabusele G.,REA,11,3,1,21:01,2,6,1,2,1,4,6,6,12,1,2,-,1,2,-,1,-
Tavares E.,REA,10,8,2,21:17,4,5,4,5,-,-,2,6,9,5,3,4,-,2,-,-,-
Blazevic M.,OBR,9,4,2,27:40,2,6,2,5,-,1,5,8,-14,-,4,2,-,1,-,-,-
Poirier V.,REA,9,4,-,18:27,3,5,3,5,-,-,3,3,1,-,4,4,-,1,1,-,-
Zurbriggen F.,OBR,9,2,1,18:53,3,6,2,4,1,2,2,2,-12,1,1,5,1,1,-,-,-
Campazzo F.,REA,8,1,3,19:29,2,3,-,-,2,3,2,2,4,-,1,1,2,1,-,-,-
Howard J.,OBR,7,1,-,30:37,3,13,2,6,1,7,-,-,-14,-,1,1,-,1,-,-,-
Llull S.,REA,7,1,2,13:32,2,5,1,2,1,3,2,2,12,-,1,-,-,1,-,-,-
Dotson D.,OBR,6,2,4,28:46,2,14,1,9,1,5,1,2,-9,1,1,4,3,-,-,1,-
Ndiaye E. J.,REA,5,3,1,14:21,2,6,1,3,1,3,-,1,-,1,2,-,-,-,-,-,-
Hezonja M.,REA,4,3,-,12:23,1,2,1,1,-,1,2,2,6,-,3,2,-,-,-,-,-
Strelnieks J.,OBR,2,-,-,09:52,1,3,1,2,-,1,-,-,2,-,-,1,-,-,-,-,-
Abalde A.,REA,-,1,1,12:02,-,2,-,1,-,1,-,-,-8,-,1,1,-,-,-,-,-
Alocen C.,REA,-,-,-,06:59,-,2,-,1,-,1,-,-,-6,-,-,2,2,1,-,-,-
Fernandez R.,REA,-,2,-,20:33,-,3,-,-,-,3,-,-,4,-,2,1,-,-,-,-,-
Guerrero R.,OBR,-,5,-,08:10,-,1,-,1,-,-,-,-,6,1,4,1,-,3,1,-,-
Harguindey P.,OBR,-,-,-,01:23,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-
Suarez A.,OBR,-,6,1,17:11,-,1,-,1,-,-,-,-,-3,3,3,3,-,-,-,-,-
