date,home_name,home_image,away_name,away_image,result_home,result_away,totalLocal,firstLocal,secondLocal,thirstLocal,fourthLocal,extraLocal,totalAway,firstAway,secondAway,thirstAway,fourthAway,extraAway
23.03.2024 20:45,Obradoiro CAB,https://static.flashscore.com/res/image/data/Ic3yzdxS-MolWY8D0.png,Breogan,https://static.flashscore.com/res/image/data/GnMnvHhl-CIm09OR2.png,83,72,83,25,16,21,21,,72,14,13,23,22,
