Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Pustovyi A.,OBR,19,6,-,27:55,8,15,8,15,-,-,3,3,9,1,5,3,-,-,4,1,-
McLemore B.,BRE,16,4,3,24:10,6,11,5,5,1,6,3,4,-5,-,4,2,-,3,-,-,-
Mendoza R.,OBR,16,1,3,25:06,7,10,5,6,2,4,-,-,11,-,1,4,1,1,-,-,-
Momirov S.,BRE,15,-,1,30:39,6,10,3,3,3,7,-,-,-1,-,-,1,-,-,-,-,-
Timma J.,OBR,13,4,4,30:48,4,6,1,2,3,4,2,2,8,1,3,4,-,1,-,-,-
Scrubb T.,OBR,12,10,5,40:00,4,8,2,4,2,4,2,2,11,3,7,1,1,2,1,-,-
Garcia S.,BRE,9,4,6,26:41,3,10,-,5,3,5,-,-,-4,1,3,-,-,1,-,1,-
Robinson J.,BRE,9,1,-,16:36,3,8,-,3,3,5,-,-,-,-,1,-,1,1,-,-,-
Blazevic M.,OBR,7,5,-,12:05,2,3,2,3,-,-,3,4,2,1,4,2,-,1,1,-,-
Polite A.,BRE,7,3,-,23:03,1,1,1,1,-,-,5,6,-8,2,1,4,3,1,-,-,-
Dotson D.,OBR,6,-,-,15:49,1,3,1,1,-,2,4,4,-,-,-,2,1,1,-,-,-
Howard J.,OBR,6,2,2,14:54,2,7,-,3,2,4,-,-,-,-,2,-,-,1,-,-,-
Nakic T.,BRE,6,6,1,24:16,2,5,-,2,2,3,-,-,-7,2,4,2,1,1,-,2,-
Fernandez J.,BRE,5,1,1,18:00,2,4,2,3,-,1,1,4,-,-,1,3,-,1,1,-,-
Sakho J.,BRE,5,3,-,19:19,2,6,2,6,-,-,1,1,-12,1,2,2,-,-,-,2,-
Strelnieks J.,OBR,4,1,8,24:11,1,6,-,2,1,4,1,1,11,-,1,3,2,2,-,-,-
Jogela M.,BRE,-,-,-,03:35,-,2,-,-,-,2,-,-,-12,-,-,-,-,-,-,-,-
Quintela S.,BRE,-,1,3,11:00,-,3,-,2,-,1,-,-,-7,-,1,3,-,1,-,-,-
Rudan M.,BRE,-,2,-,02:41,-,1,-,1,-,-,-,-,1,1,1,1,-,-,-,1,-
Suarez A.,OBR,-,4,-,09:12,-,-,-,-,-,-,-,-,3,1,3,2,-,-,-,-,-
