date,home_name,home_image,away_name,away_image,result_home,result_away,totalLocal,firstLocal,secondLocal,thirstLocal,fourthLocal,extraLocal,totalAway,firstAway,secondAway,thirstAway,fourthAway,extraAway
12.06.2024 21:05,Paris,https://static.flashscore.com/res/image/data/tpKyyPdM-4SxCtSdp.png,Monaco,https://static.flashscore.com/res/image/data/hbUp8LxS-f91ulBjI.png,76,115,76,18,19,18,21,,115,37,26,30,22,
