Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
James M.,MON,27,2,4,17,-,-,3,6,4,6,9,9,36,-,2,2,1,1,-,-,-
Okobo E.,MON,23,2,4,27,-,-,4,8,5,7,-,-,11,1,1,-,-,2,1,-,-
Jaiteh M.,MON,14,5,1,27,-,-,6,6,-,-,2,3,40,2,3,2,-,-,2,-,-
Jantunen M.,PAR,12,-,-,20,-,-,1,2,3,5,1,3,-8,-,-,4,1,-,-,-,-
Loyd J.,MON,12,4,1,18,-,-,4,4,1,2,1,1,36,2,2,2,-,2,-,-,-
Malcolm C.,PAR,12,3,1,24,-,-,3,4,2,6,-,-,-22,1,2,2,1,2,-,1,-
Shorts T.,PAR,12,2,6,24,-,-,3,8,-,1,6,7,-16,1,1,2,-,1,-,2,-
Strazel M.,MON,12,2,2,22,-,-,2,4,2,4,2,2,1,-,2,2,-,-,-,-,-
Hifi N.,PAR,11,3,2,25,-,-,2,4,2,6,1,1,-29,-,3,2,-,1,-,-,-
Simon J.,PAR,11,5,1,27,-,-,5,8,-,2,1,2,-28,4,1,2,1,1,-,-,-
Cornelie P.,MON,8,5,-,22,-,-,2,2,-,3,4,4,2,1,4,1,-,-,-,-,-
Diallo A.,MON,8,5,2,21,-,-,3,4,-,-,2,4,23,1,4,1,1,1,-,-,-
Hall D.,MON,6,7,1,13,-,-,2,2,-,-,2,2,-1,3,4,4,-,-,1,-,-
Herrera S.,PAR,5,1,-,18,-,-,1,1,1,2,-,-,-22,-,1,3,-,2,-,-,-
Ward T.,PAR,5,-,5,24,-,-,1,2,1,4,-,-,-19,-,-,3,-,-,-,-,-
Kessens M.,PAR,4,2,-,16,-,-,2,3,-,-,-,-,-10,-,2,3,-,1,-,1,-
Tarpey T.,MON,3,4,2,14,-,-,-,1,1,2,-,-,2,1,3,3,1,2,1,-,-
Denis G.,PAR,2,-,-,3,-,-,1,1,-,1,-,-,-5,-,-,-,-,-,-,1,-
Ngouama M.,PAR,2,1,1,3,-,-,1,1,-,2,-,-,-5,-,1,-,-,-,-,-,-
Ouattara Y.,MON,2,2,-,14,-,-,1,1,-,1,-,-,30,1,1,2,-,-,-,-,-
Blossomgame J.,MON,-,-,1,5,-,-,-,-,-,1,-,-,15,-,-,-,-,-,-,-,-
Shahrvin E.,PAR,-,-,-,2,-,-,-,-,-,-,-,-,-5,-,-,-,-,-,-,-,-
Sy B.,PAR,-,1,-,15,-,-,-,-,-,1,-,-,-26,-,1,2,-,-,-,-,-
