Home Score,Category,Away Score
17,Field Goals Attempted,14
3,Field Goals Made,6
17.6%,Field Goals %,42.9%
11,2-Point Field G. Attempted,9
3,2-Point Field Goals Made,5
27.3%,2-Point Field Goals %,55.6%
6,3-Point Field G. Attempted,5
0,3-Point Field Goals Made,1
0%,3-Point Field Goals %,20%
3,Free Throws Attempted,14
3,Free Throws Made,11
100%,Free Throws %,78.6%
4,Offensive Rebounds,1
7,Defensive Rebounds,9
11,Total Rebounds,10
2,Assists,2
1,Blocks,1
9,Turnovers,5
1,Steals,5
7,Personal Fouls,6
