Name,TEAM,PTS,REB,AST,MIN,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,+/-,OR,DR,PF,ST,TO,BS,BA,TFS
Djedovic N.,UNI,15,2,1,17:18,5,8,3,4,2,4,3,3,19,-,2,-,3,2,-,-,-
Carter T.,UNI,13,3,2,19:38,4,10,1,2,3,8,2,2,35,1,2,2,-,2,1,1,-
Barton W.,GRA,12,-,1,21:45,4,7,3,5,1,2,3,5,-12,-,-,4,-,1,1,1,-
Kalinoski T.,UNI,12,-,1,09:46,4,6,-,-,4,6,-,-,1,-,-,1,-,-,-,-,-
Costa Martinez L.,GRA,11,2,3,25:23,4,11,1,5,3,6,-,-,-2,1,1,1,-,3,-,2,-
Ejim M.,UNI,11,4,-,13:53,4,4,2,2,2,2,1,1,20,1,3,1,-,2,-,-,-
Kramer D.,GRA,10,3,-,20:01,3,9,1,3,2,6,2,2,-14,-,3,1,1,2,-,-,-
Rousselle J.,GRA,10,2,-,16:36,4,7,3,3,1,4,1,1,-21,-,2,3,-,3,-,-,-
Wiley J.,GRA,9,11,-,28:34,4,6,4,5,-,1,1,2,-9,2,9,2,2,3,-,-,-
Osetkowski D.,UNI,7,3,-,13:28,1,3,1,1,-,2,5,6,3,1,2,1,1,1,-,-,-
Lima A.,UNI,6,6,1,19:51,3,4,3,4,-,-,-,2,7,-,6,3,-,1,2,-,-
Taylor K.,UNI,6,5,5,18:05,2,4,2,2,-,2,2,2,4,2,3,2,1,2,-,-,-
Dime M.,GRA,5,10,-,24:43,2,4,2,4,-,-,1,2,-14,4,6,3,2,3,3,-,-
Diaz A.,UNI,4,1,3,19:23,1,3,-,-,1,3,1,2,28,-,1,-,2,-,-,-,-
Kravish D.,UNI,4,3,1,17:27,2,9,2,9,-,-,-,-,19,2,1,2,-,-,-,3,-
Thomas W.,UNI,4,2,1,10:47,2,3,2,3,-,-,-,2,3,-,2,1,-,-,-,-,-
Barreiro J.,UNI,2,1,-,12:10,1,3,1,1,-,2,-,-,-5,1,-,1,-,-,-,-,-
Valtonen E.,GRA,2,1,-,15:34,1,5,1,2,-,3,-,-,-25,1,-,3,-,1,-,-,-
Perry K.,UNI,1,2,5,16:49,-,4,-,2,-,2,1,2,-4,-,2,2,1,1,-,-,-
Cheatham K.,GRA,-,3,-,19:43,-,4,-,1,-,3,-,2,-21,1,2,3,-,1,2,-,-
Diaz Rodriguez C.,GRA,-,-,-,00:03,-,-,-,-,-,-,-,-,-2,-,-,-,-,-,-,-,-
Felicio C.,GRA,-,-,-,02:08,-,-,-,-,-,-,-,-,-6,-,-,-,-,-,-,-,-
Iriarte D.,GRA,-,-,-,00:03,-,-,-,-,-,-,-,-,-2,-,-,-,-,-,-,-,-
Tomas P.,GRA,-,-,1,14:02,-,2,-,1,-,1,-,-,-2,-,-,2,2,1,-,-,-
